10-Aug-2021,12:06:06.1,  24.14 °C, 1003.68 mbar,  54.43 %,   79.98 m
10-Aug-2021,12:06:45.7,  24.54 °C, 1003.79 mbar,  85.74 %,   79.05 m
10-Aug-2021,12:06:46.2,  24.54 °C, 1003.77 mbar,  85.48 %,   79.20 m
10-Aug-2021,12:06:46.8,  24.52 °C, 1003.80 mbar,  85.04 %,   78.99 m
10-Aug-2021,12:06:47.3,  24.51 °C, 1003.81 mbar,  83.89 %,   78.90 m
10-Aug-2021,12:06:47.8,  24.49 °C, 1003.80 mbar,  81.84 %,   78.98 m
10-Aug-2021,12:06:48.4,  24.46 °C, 1003.75 mbar,  79.11 %,   79.38 m
10-Aug-2021,12:06:48.9,  24.44 °C, 1003.79 mbar,  76.90 %,   79.06 m
10-Aug-2021,12:06:49.4,  24.42 °C, 1003.75 mbar,  76.20 %,   79.36 m
10-Aug-2021,12:06:49.9,  24.41 °C, 1003.74 mbar,  74.72 %,   79.50 m
10-Aug-2021,12:06:50.5,  24.40 °C, 1003.77 mbar,  74.16 %,   79.19 m
10-Aug-2021,12:06:51.0,  24.41 °C, 1003.72 mbar,  73.70 %,   79.69 m
10-Aug-2021,12:06:51.5,  24.43 °C, 1003.80 mbar,  72.42 %,   78.97 m
10-Aug-2021,12:06:52.1,  24.40 °C, 1003.73 mbar,  70.89 %,   79.53 m
10-Aug-2021,12:06:52.6,  24.42 °C, 1003.73 mbar,  69.93 %,   79.55 m
10-Aug-2021,12:06:53.1,  24.41 °C, 1003.68 mbar,  69.36 %,   80.02 m
10-Aug-2021,12:06:53.7,  24.41 °C, 1003.72 mbar,  68.85 %,   79.65 m
10-Aug-2021,12:06:54.2,  24.42 °C, 1003.74 mbar,  68.60 %,   79.47 m
10-Aug-2021,12:06:54.7,  24.42 °C, 1003.76 mbar,  68.13 %,   79.29 m
10-Aug-2021,12:06:55.2,  24.41 °C, 1003.73 mbar,  66.97 %,   79.57 m
10-Aug-2021,12:06:55.8,  24.41 °C, 1003.68 mbar,  66.00 %,   79.94 m
10-Aug-2021,12:06:56.3,  24.39 °C, 1003.73 mbar,  65.34 %,   79.59 m
10-Aug-2021,12:06:56.8,  24.39 °C, 1003.70 mbar,  64.94 %,   79.84 m
10-Aug-2021,12:06:57.4,  24.37 °C, 1003.71 mbar,  64.60 %,   79.74 m
10-Aug-2021,12:06:57.9,  24.38 °C, 1003.69 mbar,  64.47 %,   79.91 m
10-Aug-2021,12:06:58.4,  24.37 °C, 1003.72 mbar,  64.40 %,   79.66 m
10-Aug-2021,12:06:58.9,  24.37 °C, 1003.70 mbar,  63.90 %,   79.78 m
10-Aug-2021,12:06:59.5,  24.36 °C, 1003.67 mbar,  63.13 %,   80.10 m
10-Aug-2021,12:07:00.0,  24.35 °C, 1003.74 mbar,  62.97 %,   79.50 m
10-Aug-2021,12:07:00.5,  24.36 °C, 1003.71 mbar,  63.69 %,   79.76 m
10-Aug-2021,12:07:01.1,  24.35 °C, 1003.65 mbar,  61.83 %,   80.27 m
10-Aug-2021,12:07:01.6,  24.34 °C, 1003.62 mbar,  60.49 %,   80.51 m
10-Aug-2021,12:07:02.1,  24.33 °C, 1003.64 mbar,  59.75 %,   80.32 m
10-Aug-2021,12:07:02.6,  24.32 °C, 1003.69 mbar,  59.28 %,   79.94 m
10-Aug-2021,12:07:03.2,  24.30 °C, 1003.72 mbar,  58.93 %,   79.65 m
10-Aug-2021,12:07:03.7,  24.30 °C, 1003.75 mbar,  58.57 %,   79.39 m
10-Aug-2021,12:07:04.2,  24.29 °C, 1003.69 mbar,  58.25 %,   79.92 m
10-Aug-2021,12:07:04.8,  24.27 °C, 1003.64 mbar,  57.93 %,   80.32 m
10-Aug-2021,12:07:05.3,  24.26 °C, 1003.59 mbar,  57.62 %,   80.74 m
10-Aug-2021,12:07:05.8,  24.27 °C, 1003.63 mbar,  57.47 %,   80.38 m
10-Aug-2021,12:07:06.3,  24.26 °C, 1003.65 mbar,  57.54 %,   80.23 m
10-Aug-2021,12:07:06.9,  24.21 °C, 1003.64 mbar,  57.70 %,   80.34 m
10-Aug-2021,12:07:07.4,  24.20 °C, 1003.63 mbar,  57.79 %,   80.40 m
10-Aug-2021,12:07:07.9,  24.18 °C, 1003.63 mbar,  57.87 %,   80.37 m
10-Aug-2021,12:07:08.5,  24.18 °C, 1003.70 mbar,  57.97 %,   79.85 m
10-Aug-2021,12:07:09.0,  24.17 °C, 1003.61 mbar,  58.02 %,   80.58 m
10-Aug-2021,12:07:09.5,  24.16 °C, 1003.60 mbar,  57.94 %,   80.63 m
10-Aug-2021,12:07:10.0,  24.14 °C, 1003.57 mbar,  57.88 %,   80.87 m
10-Aug-2021,12:07:10.6,  24.11 °C, 1003.58 mbar,  57.76 %,   80.79 m
10-Aug-2021,12:07:11.1,  24.12 °C, 1003.55 mbar,  57.62 %,   81.06 m
10-Aug-2021,12:07:11.6,  24.08 °C, 1003.54 mbar,  57.46 %,   81.12 m
10-Aug-2021,12:07:12.2,  24.06 °C, 1003.53 mbar,  57.40 %,   81.21 m
10-Aug-2021,12:07:12.7,  24.07 °C, 1003.56 mbar,  57.43 %,   80.96 m
10-Aug-2021,12:07:13.2,  24.07 °C, 1003.55 mbar,  57.46 %,   81.11 m
10-Aug-2021,12:07:13.7,  24.06 °C, 1003.55 mbar,  57.57 %,   81.05 m
10-Aug-2021,12:07:14.3,  24.06 °C, 1003.63 mbar,  57.66 %,   80.39 m
10-Aug-2021,12:07:14.8,  24.07 °C, 1003.65 mbar,  57.77 %,   80.25 m
10-Aug-2021,12:07:15.3,  24.07 °C, 1003.67 mbar,  57.84 %,   80.10 m
10-Aug-2021,12:07:15.9,  24.09 °C, 1003.77 mbar,  57.88 %,   79.25 m
10-Aug-2021,12:07:16.4,  24.08 °C, 1003.74 mbar,  57.92 %,   79.45 m
10-Aug-2021,12:07:16.9,  24.07 °C, 1003.78 mbar,  57.85 %,   79.10 m
10-Aug-2021,12:07:17.4,  24.05 °C, 1003.78 mbar,  57.81 %,   79.15 m
10-Aug-2021,12:07:18.0,  24.02 °C, 1003.79 mbar,  57.73 %,   79.04 m
10-Aug-2021,12:07:18.5,  24.02 °C, 1003.83 mbar,  57.83 %,   78.69 m
10-Aug-2021,12:07:19.0,  23.98 °C, 1003.82 mbar,  57.95 %,   78.80 m
10-Aug-2021,12:07:19.6,  23.94 °C, 1003.91 mbar,  58.06 %,   78.06 m
10-Aug-2021,12:07:20.1,  23.93 °C, 1003.91 mbar,  58.00 %,   78.09 m
10-Aug-2021,12:07:20.6,  23.95 °C, 1003.98 mbar,  57.95 %,   77.48 m
10-Aug-2021,12:07:21.1,  23.88 °C, 1003.95 mbar,  57.83 %,   77.72 m
10-Aug-2021,12:07:21.7,  23.99 °C, 1004.02 mbar,  57.61 %,   77.10 m
10-Aug-2021,12:07:22.2,  24.12 °C, 1004.02 mbar,  57.48 %,   77.16 m
10-Aug-2021,12:07:22.7,  24.08 °C, 1004.09 mbar,  57.48 %,   76.52 m
10-Aug-2021,12:07:23.3,  24.08 °C, 1004.02 mbar,  57.53 %,   77.11 m
10-Aug-2021,12:07:23.8,  24.17 °C, 1004.12 mbar,  57.54 %,   76.27 m
10-Aug-2021,12:07:24.3,  24.23 °C, 1004.17 mbar,  57.57 %,   75.84 m
10-Aug-2021,12:07:24.9,  24.22 °C, 1004.16 mbar,  57.59 %,   75.96 m
10-Aug-2021,12:07:25.4,  24.16 °C, 1004.15 mbar,  57.68 %,   76.00 m
10-Aug-2021,12:07:25.9,  24.13 °C, 1004.18 mbar,  57.95 %,   75.77 m
10-Aug-2021,12:07:26.4,  24.11 °C, 1004.20 mbar,  58.10 %,   75.59 m
10-Aug-2021,12:07:27.0,  24.08 °C, 1004.23 mbar,  58.23 %,   75.40 m
10-Aug-2021,12:07:27.5,  24.05 °C, 1004.21 mbar,  58.55 %,   75.55 m
10-Aug-2021,12:07:28.0,  24.02 °C, 1004.29 mbar,  59.33 %,   74.87 m
10-Aug-2021,12:07:28.6,  23.99 °C, 1004.32 mbar,  59.48 %,   74.61 m
10-Aug-2021,12:07:29.1,  23.94 °C, 1004.38 mbar,  59.35 %,   74.10 m
10-Aug-2021,12:07:29.6,  23.87 °C, 1004.30 mbar,  59.56 %,   74.75 m
10-Aug-2021,12:07:30.1,  23.83 °C, 1004.45 mbar,  60.02 %,   73.51 m
10-Aug-2021,12:07:30.7,  23.78 °C, 1004.36 mbar,  60.56 %,   74.26 m
10-Aug-2021,12:07:31.2,  23.83 °C, 1004.48 mbar,  61.04 %,   73.24 m
10-Aug-2021,12:07:31.7,  23.80 °C, 1004.51 mbar,  61.61 %,   72.98 m
10-Aug-2021,12:07:32.3,  23.84 °C, 1004.54 mbar,  61.78 %,   72.81 m
10-Aug-2021,12:07:32.8,  23.83 °C, 1004.52 mbar,  61.80 %,   72.94 m
10-Aug-2021,12:07:33.3,  23.82 °C, 1004.46 mbar,  61.36 %,   73.45 m
10-Aug-2021,12:07:33.8,  23.84 °C, 1004.55 mbar,  61.10 %,   72.69 m
10-Aug-2021,12:07:34.4,  23.79 °C, 1004.45 mbar,  61.00 %,   73.49 m
10-Aug-2021,12:07:34.9,  23.81 °C, 1004.51 mbar,  61.25 %,   73.03 m
10-Aug-2021,12:07:35.4,  23.79 °C, 1004.48 mbar,  60.92 %,   73.23 m
10-Aug-2021,12:07:36.0,  23.78 °C, 1004.46 mbar,  60.57 %,   73.48 m
10-Aug-2021,12:07:36.5,  23.82 °C, 1004.47 mbar,  60.21 %,   73.37 m
10-Aug-2021,12:07:37.0,  23.83 °C, 1004.51 mbar,  59.86 %,   73.02 m
10-Aug-2021,12:07:37.5,  23.83 °C, 1004.50 mbar,  59.65 %,   73.09 m
10-Aug-2021,12:07:38.1,  23.83 °C, 1004.44 mbar,  59.44 %,   73.57 m
10-Aug-2021,12:07:38.6,  23.81 °C, 1004.45 mbar,  59.44 %,   73.55 m
10-Aug-2021,12:07:39.1,  23.84 °C, 1004.45 mbar,  59.50 %,   73.52 m
10-Aug-2021,12:07:39.7,  23.95 °C, 1004.35 mbar,  59.39 %,   74.37 m
10-Aug-2021,12:07:40.2,  24.04 °C, 1004.27 mbar,  59.36 %,   75.02 m
10-Aug-2021,12:07:40.7,  24.00 °C, 1004.26 mbar,  59.37 %,   75.14 m
10-Aug-2021,12:07:41.2,  23.93 °C, 1004.26 mbar,  59.48 %,   75.09 m
10-Aug-2021,12:07:41.8,  23.88 °C, 1004.23 mbar,  59.58 %,   75.39 m
10-Aug-2021,12:07:42.3,  23.89 °C, 1004.20 mbar,  59.68 %,   75.66 m
10-Aug-2021,12:07:42.8,  23.88 °C, 1004.09 mbar,  59.75 %,   76.54 m
10-Aug-2021,12:07:43.4,  23.89 °C, 1004.07 mbar,  59.73 %,   76.74 m
10-Aug-2021,12:07:43.9,  23.89 °C, 1004.08 mbar,  59.71 %,   76.66 m
10-Aug-2021,12:07:44.4,  23.88 °C, 1004.04 mbar,  59.70 %,   76.95 m
10-Aug-2021,12:07:44.9,  23.87 °C, 1003.97 mbar,  59.71 %,   77.57 m
10-Aug-2021,12:07:45.5,  23.87 °C, 1004.02 mbar,  59.70 %,   77.16 m
10-Aug-2021,12:07:46.0,  23.85 °C, 1004.02 mbar,  59.47 %,   77.13 m
10-Aug-2021,12:07:46.5,  23.87 °C, 1003.95 mbar,  59.36 %,   77.76 m
10-Aug-2021,12:07:47.1,  23.90 °C, 1003.87 mbar,  59.37 %,   78.39 m
10-Aug-2021,12:07:47.6,  23.88 °C, 1003.85 mbar,  59.35 %,   78.58 m
10-Aug-2021,12:07:48.1,  23.88 °C, 1003.86 mbar,  59.43 %,   78.50 m
10-Aug-2021,12:07:48.6,  23.89 °C, 1003.87 mbar,  59.49 %,   78.41 m
10-Aug-2021,12:07:49.2,  23.89 °C, 1003.78 mbar,  59.45 %,   79.11 m
10-Aug-2021,12:07:49.7,  23.89 °C, 1003.71 mbar,  59.40 %,   79.71 m
10-Aug-2021,12:07:50.2,  23.87 °C, 1003.65 mbar,  59.37 %,   80.21 m
10-Aug-2021,12:07:50.8,  23.90 °C, 1003.61 mbar,  59.16 %,   80.54 m
10-Aug-2021,12:07:51.3,  23.88 °C, 1003.54 mbar,  58.94 %,   81.19 m
10-Aug-2021,12:07:51.8,  23.88 °C, 1003.54 mbar,  58.77 %,   81.19 m
10-Aug-2021,12:07:52.3,  23.86 °C, 1003.59 mbar,  58.62 %,   80.71 m
10-Aug-2021,12:07:52.9,  23.87 °C, 1003.56 mbar,  58.47 %,   80.99 m
10-Aug-2021,12:07:53.4,  23.90 °C, 1003.57 mbar,  58.33 %,   80.91 m
10-Aug-2021,12:07:53.9,  23.91 °C, 1003.60 mbar,  58.17 %,   80.63 m
10-Aug-2021,12:07:54.5,  24.02 °C, 1003.62 mbar,  57.97 %,   80.52 m
10-Aug-2021,12:07:55.0,  24.18 °C, 1003.68 mbar,  57.86 %,   79.96 m
10-Aug-2021,12:07:55.5,  24.32 °C, 1003.58 mbar,  57.64 %,   80.83 m
10-Aug-2021,12:07:56.0,  24.43 °C, 1003.64 mbar,  57.37 %,   80.34 m
10-Aug-2021,12:07:56.6,  24.45 °C, 1003.59 mbar,  57.02 %,   80.75 m
10-Aug-2021,12:07:57.1,  24.49 °C, 1003.52 mbar,  56.62 %,   81.36 m
10-Aug-2021,12:07:57.6,  24.49 °C, 1003.61 mbar,  56.34 %,   80.54 m
10-Aug-2021,12:07:58.2,  24.40 °C, 1003.58 mbar,  56.03 %,   80.79 m
10-Aug-2021,12:07:58.7,  24.26 °C, 1003.53 mbar,  55.80 %,   81.26 m
10-Aug-2021,12:07:59.2,  24.19 °C, 1003.52 mbar,  55.76 %,   81.36 m
10-Aug-2021,12:07:59.7,  24.18 °C, 1003.51 mbar,  55.87 %,   81.41 m
10-Aug-2021,12:08:00.3,  24.16 °C, 1003.53 mbar,  55.91 %,   81.20 m
10-Aug-2021,12:08:00.8,  24.16 °C, 1003.56 mbar,  55.97 %,   81.01 m
10-Aug-2021,12:08:01.3,  24.14 °C, 1003.53 mbar,  55.92 %,   81.28 m
10-Aug-2021,12:08:01.9,  24.15 °C, 1003.55 mbar,  55.89 %,   81.10 m
10-Aug-2021,12:08:02.4,  24.13 °C, 1003.58 mbar,  55.79 %,   80.78 m
10-Aug-2021,12:08:02.9,  24.09 °C, 1003.52 mbar,  55.77 %,   81.33 m
10-Aug-2021,12:08:03.4,  24.08 °C, 1003.61 mbar,  55.77 %,   80.60 m
10-Aug-2021,12:08:04.0,  24.08 °C, 1003.58 mbar,  55.81 %,   80.79 m
10-Aug-2021,12:08:04.5,  24.05 °C, 1003.56 mbar,  55.84 %,   80.98 m
10-Aug-2021,12:08:05.0,  24.04 °C, 1003.59 mbar,  55.85 %,   80.77 m
10-Aug-2021,12:08:05.6,  24.04 °C, 1003.60 mbar,  55.88 %,   80.62 m
10-Aug-2021,12:08:06.1,  24.04 °C, 1003.65 mbar,  55.90 %,   80.21 m
10-Aug-2021,12:08:06.6,  24.03 °C, 1003.65 mbar,  55.93 %,   80.23 m
10-Aug-2021,12:08:07.1,  24.02 °C, 1003.64 mbar,  55.95 %,   80.30 m
10-Aug-2021,12:08:07.7,  24.00 °C, 1003.64 mbar,  55.98 %,   80.34 m
10-Aug-2021,12:08:08.2,  24.00 °C, 1003.65 mbar,  56.00 %,   80.27 m
10-Aug-2021,12:08:08.7,  23.98 °C, 1003.66 mbar,  56.00 %,   80.13 m
10-Aug-2021,12:08:09.3,  23.99 °C, 1003.65 mbar,  56.03 %,   80.25 m
10-Aug-2021,12:08:09.8,  23.98 °C, 1003.69 mbar,  56.06 %,   79.91 m
10-Aug-2021,12:08:10.3,  23.97 °C, 1003.62 mbar,  56.08 %,   80.49 m
10-Aug-2021,12:08:10.8,  23.96 °C, 1003.61 mbar,  56.08 %,   80.55 m
10-Aug-2021,12:08:11.4,  23.96 °C, 1003.61 mbar,  56.07 %,   80.58 m
10-Aug-2021,12:08:11.9,  23.96 °C, 1003.62 mbar,  56.16 %,   80.47 m
10-Aug-2021,12:08:12.4,  23.96 °C, 1003.65 mbar,  56.26 %,   80.25 m
10-Aug-2021,12:08:13.0,  23.95 °C, 1003.67 mbar,  56.39 %,   80.09 m
10-Aug-2021,12:08:13.5,  23.94 °C, 1003.65 mbar,  56.49 %,   80.26 m
10-Aug-2021,12:08:14.0,  23.94 °C, 1003.59 mbar,  56.55 %,   80.74 m
10-Aug-2021,12:08:14.5,  23.93 °C, 1003.59 mbar,  56.83 %,   80.76 m
10-Aug-2021,12:08:15.1,  23.93 °C, 1003.66 mbar,  59.20 %,   80.13 m
10-Aug-2021,12:08:15.6,  23.96 °C, 1003.66 mbar,  63.35 %,   80.13 m
10-Aug-2021,12:08:16.1,  23.96 °C, 1003.66 mbar,  66.60 %,   80.18 m
10-Aug-2021,12:08:16.7,  23.95 °C, 1003.66 mbar,  67.70 %,   80.12 m
10-Aug-2021,12:08:17.2,  23.94 °C, 1003.65 mbar,  66.84 %,   80.22 m
10-Aug-2021,12:08:17.7,  23.94 °C, 1003.67 mbar,  64.48 %,   80.07 m
10-Aug-2021,12:08:18.2,  23.93 °C, 1003.68 mbar,  62.76 %,   80.02 m
10-Aug-2021,12:08:18.8,  23.93 °C, 1003.62 mbar,  61.58 %,   80.47 m
10-Aug-2021,12:08:19.3,  23.93 °C, 1003.64 mbar,  60.74 %,   80.28 m
10-Aug-2021,12:08:19.8,  23.93 °C, 1003.67 mbar,  60.06 %,   80.10 m
10-Aug-2021,12:08:20.4,  23.96 °C, 1003.67 mbar,  63.51 %,   80.10 m
10-Aug-2021,12:08:20.9,  24.01 °C, 1003.65 mbar,  66.65 %,   80.24 m
10-Aug-2021,12:08:21.4,  24.04 °C, 1003.71 mbar,  68.50 %,   79.76 m
10-Aug-2021,12:08:21.9,  24.06 °C, 1003.61 mbar,  69.68 %,   80.61 m
10-Aug-2021,12:08:22.5,  24.07 °C, 1003.72 mbar,  70.53 %,   79.66 m
10-Aug-2021,12:08:23.0,  24.07 °C, 1003.71 mbar,  71.18 %,   79.77 m
10-Aug-2021,12:08:23.5,  24.09 °C, 1003.70 mbar,  71.71 %,   79.80 m
10-Aug-2021,12:08:24.1,  24.11 °C, 1003.73 mbar,  72.16 %,   79.57 m
10-Aug-2021,12:08:24.6,  24.12 °C, 1003.71 mbar,  72.56 %,   79.73 m
10-Aug-2021,12:08:25.1,  24.14 °C, 1003.73 mbar,  72.90 %,   79.56 m
10-Aug-2021,12:08:25.6,  24.14 °C, 1003.70 mbar,  73.22 %,   79.79 m
10-Aug-2021,12:08:26.2,  24.14 °C, 1003.66 mbar,  73.49 %,   80.13 m
10-Aug-2021,12:08:26.7,  24.15 °C, 1003.69 mbar,  73.74 %,   79.89 m
10-Aug-2021,12:08:27.2,  24.15 °C, 1003.68 mbar,  73.97 %,   80.00 m
10-Aug-2021,12:08:27.7,  24.17 °C, 1003.73 mbar,  74.19 %,   79.58 m
10-Aug-2021,12:08:28.3,  24.16 °C, 1003.69 mbar,  74.62 %,   79.87 m
10-Aug-2021,12:08:28.8,  24.16 °C, 1003.70 mbar,  75.09 %,   79.85 m
10-Aug-2021,12:08:29.3,  24.19 °C, 1003.72 mbar,  75.07 %,   79.64 m
10-Aug-2021,12:08:29.9,  24.22 °C, 1003.66 mbar,  74.98 %,   80.16 m
10-Aug-2021,12:08:30.4,  24.25 °C, 1003.72 mbar,  74.96 %,   79.68 m
10-Aug-2021,12:08:30.9,  24.26 °C, 1003.71 mbar,  75.04 %,   79.70 m
10-Aug-2021,12:08:31.5,  24.26 °C, 1003.69 mbar,  75.14 %,   79.89 m
10-Aug-2021,12:08:32.0,  24.28 °C, 1003.70 mbar,  75.20 %,   79.84 m
10-Aug-2021,12:08:32.5,  24.29 °C, 1003.68 mbar,  75.24 %,   80.00 m
10-Aug-2021,12:08:33.0,  24.31 °C, 1003.69 mbar,  75.27 %,   79.88 m
10-Aug-2021,12:08:33.6,  24.32 °C, 1003.75 mbar,  75.31 %,   79.38 m
10-Aug-2021,12:08:34.1,  24.33 °C, 1003.69 mbar,  75.35 %,   79.87 m
10-Aug-2021,12:08:34.6,  24.33 °C, 1003.68 mbar,  75.37 %,   80.02 m
10-Aug-2021,12:08:35.2,  24.34 °C, 1003.66 mbar,  75.41 %,   80.15 m
10-Aug-2021,12:08:35.7,  24.33 °C, 1003.68 mbar,  74.47 %,   79.98 m
