09-Aug-2021,19:24:39.1,   24.72 °C,  1003.99 mbar,   45.41 %
09-Aug-2021,19:24:52.8,   27.14 °C,  1004.08 mbar,   90.33 %
09-Aug-2021,19:24:53.3,   27.58 °C,  1004.10 mbar,   91.62 %
09-Aug-2021,19:24:53.9,   27.70 °C,  1004.11 mbar,   92.01 %
09-Aug-2021,19:24:54.4,   27.42 °C,  1004.15 mbar,   91.01 %
09-Aug-2021,19:24:54.9,   27.09 °C,  1004.14 mbar,   90.37 %
09-Aug-2021,19:24:55.5,   26.91 °C,  1004.13 mbar,   90.00 %
09-Aug-2021,19:24:56.0,   26.81 °C,  1004.08 mbar,   89.78 %
09-Aug-2021,19:24:56.5,   26.76 °C,  1004.12 mbar,   89.86 %
09-Aug-2021,19:24:57.0,   27.25 °C,  1004.14 mbar,   92.01 %
09-Aug-2021,19:24:57.6,   27.78 °C,  1004.16 mbar,   93.33 %
09-Aug-2021,19:24:58.1,   28.01 °C,  1004.08 mbar,   93.93 %
09-Aug-2021,19:24:58.6,   27.88 °C,  1004.14 mbar,   92.96 %
09-Aug-2021,19:24:59.2,   27.56 °C,  1004.18 mbar,   92.14 %
09-Aug-2021,19:24:59.7,   27.38 °C,  1004.15 mbar,   91.71 %
09-Aug-2021,19:25:00.2,   27.23 °C,  1004.15 mbar,   91.36 %
09-Aug-2021,19:25:00.8,   27.17 °C,  1004.16 mbar,   91.29 %
09-Aug-2021,19:25:01.3,   27.13 °C,  1004.17 mbar,   91.26 %
09-Aug-2021,19:25:01.8,   27.05 °C,  1004.15 mbar,   91.14 %
09-Aug-2021,19:25:02.3,   26.98 °C,  1004.20 mbar,   91.03 %
09-Aug-2021,19:25:02.9,   26.94 °C,  1004.18 mbar,   91.03 %
09-Aug-2021,19:25:03.4,   26.87 °C,  1004.18 mbar,   90.93 %
09-Aug-2021,19:25:03.9,   26.77 °C,  1004.13 mbar,   90.80 %
09-Aug-2021,19:25:04.5,   26.69 °C,  1004.08 mbar,   90.76 %
09-Aug-2021,19:25:05.0,   26.65 °C,  1004.11 mbar,   90.81 %
09-Aug-2021,19:25:05.5,   26.61 °C,  1004.10 mbar,   90.83 %
09-Aug-2021,19:25:06.0,   26.55 °C,  1004.16 mbar,   90.83 %
09-Aug-2021,19:25:06.6,   26.49 °C,  1004.16 mbar,   90.84 %
09-Aug-2021,19:25:07.1,   26.44 °C,  1004.17 mbar,   90.89 %
09-Aug-2021,19:25:07.6,   26.38 °C,  1004.17 mbar,   90.94 %
09-Aug-2021,19:25:08.2,   26.34 °C,  1004.15 mbar,   91.01 %
09-Aug-2021,19:25:08.7,   26.30 °C,  1004.18 mbar,   91.15 %
09-Aug-2021,19:25:09.2,   26.27 °C,  1004.14 mbar,   91.23 %
09-Aug-2021,19:25:09.7,   26.21 °C,  1004.12 mbar,   91.26 %
09-Aug-2021,19:25:10.3,   26.15 °C,  1004.15 mbar,   91.21 %
09-Aug-2021,19:25:10.8,   26.05 °C,  1004.15 mbar,   91.08 %
09-Aug-2021,19:25:11.3,   25.99 °C,  1004.11 mbar,   91.05 %
09-Aug-2021,19:25:11.9,   25.94 °C,  1004.16 mbar,   91.07 %
09-Aug-2021,19:25:12.4,   25.90 °C,  1004.13 mbar,   91.17 %
09-Aug-2021,19:25:12.9,   25.85 °C,  1004.14 mbar,   91.22 %
09-Aug-2021,19:25:13.4,   25.80 °C,  1004.15 mbar,   91.26 %
09-Aug-2021,19:25:14.0,   25.77 °C,  1004.15 mbar,   91.32 %
09-Aug-2021,19:25:14.5,   25.72 °C,  1004.17 mbar,   91.38 %
09-Aug-2021,19:25:15.0,   25.70 °C,  1004.21 mbar,   91.45 %
09-Aug-2021,19:25:15.5,   25.65 °C,  1004.18 mbar,   91.49 %
09-Aug-2021,19:25:16.1,   25.60 °C,  1004.11 mbar,   91.43 %
09-Aug-2021,19:25:16.6,   25.55 °C,  1004.14 mbar,   91.41 %
09-Aug-2021,19:25:17.1,   25.49 °C,  1004.11 mbar,   91.27 %
09-Aug-2021,19:25:17.7,   25.43 °C,  1004.14 mbar,   91.16 %
09-Aug-2021,19:25:18.2,   25.40 °C,  1004.19 mbar,   91.20 %
09-Aug-2021,19:25:18.7,   25.38 °C,  1004.16 mbar,   91.25 %
09-Aug-2021,19:25:19.3,   25.34 °C,  1004.14 mbar,   91.31 %
09-Aug-2021,19:25:19.8,   25.31 °C,  1004.13 mbar,   91.18 %
09-Aug-2021,19:25:20.3,   25.23 °C,  1004.14 mbar,   90.81 %
09-Aug-2021,19:25:20.8,   25.17 °C,  1004.19 mbar,   90.48 %
09-Aug-2021,19:25:21.4,   25.12 °C,  1004.17 mbar,   90.30 %
09-Aug-2021,19:25:21.9,   25.09 °C,  1004.13 mbar,   90.25 %
09-Aug-2021,19:25:22.4,   25.06 °C,  1004.18 mbar,   90.13 %
09-Aug-2021,19:25:23.0,   25.03 °C,  1004.12 mbar,   89.90 %
09-Aug-2021,19:25:23.5,   25.00 °C,  1004.11 mbar,   89.52 %
09-Aug-2021,19:25:24.0,   24.95 °C,  1004.16 mbar,   88.79 %
09-Aug-2021,19:25:24.5,   24.89 °C,  1004.18 mbar,   87.85 %
09-Aug-2021,19:25:25.1,   24.85 °C,  1004.17 mbar,   86.87 %
09-Aug-2021,19:25:25.6,   24.81 °C,  1004.16 mbar,   85.62 %
09-Aug-2021,19:25:26.1,   24.81 °C,  1004.15 mbar,   84.51 %
09-Aug-2021,19:25:26.7,   24.81 °C,  1004.14 mbar,   83.19 %
09-Aug-2021,19:25:27.2,   24.81 °C,  1004.17 mbar,   81.47 %
09-Aug-2021,19:25:27.7,   24.80 °C,  1004.11 mbar,   79.95 %
09-Aug-2021,19:25:28.2,   24.82 °C,  1004.14 mbar,   79.08 %
09-Aug-2021,19:25:28.8,   24.83 °C,  1004.11 mbar,   78.53 %
09-Aug-2021,19:25:29.3,   24.85 °C,  1004.15 mbar,   78.00 %
09-Aug-2021,19:25:29.8,   24.86 °C,  1004.15 mbar,   77.25 %
09-Aug-2021,19:25:30.4,   24.87 °C,  1004.15 mbar,   76.99 %
09-Aug-2021,19:25:30.9,   24.88 °C,  1004.15 mbar,   76.92 %
09-Aug-2021,19:25:31.4,   24.87 °C,  1004.12 mbar,   76.21 %
09-Aug-2021,19:25:31.9,   24.88 °C,  1004.11 mbar,   74.51 %
09-Aug-2021,19:25:32.5,   24.87 °C,  1004.07 mbar,   72.60 %
09-Aug-2021,19:25:33.0,   24.88 °C,  1004.11 mbar,   70.59 %
09-Aug-2021,19:25:33.5,   24.89 °C,  1004.13 mbar,   68.64 %
09-Aug-2021,19:25:34.1,   24.88 °C,  1004.06 mbar,   67.12 %
09-Aug-2021,19:25:34.6,   24.89 °C,  1004.05 mbar,   66.35 %
09-Aug-2021,19:25:35.1,   24.91 °C,  1004.09 mbar,   66.04 %
09-Aug-2021,19:25:35.6,   24.90 °C,  1004.07 mbar,   65.44 %
09-Aug-2021,19:25:36.2,   24.91 °C,  1004.07 mbar,   64.35 %
09-Aug-2021,19:25:36.7,   24.91 °C,  1004.02 mbar,   62.96 %
09-Aug-2021,19:25:37.2,   24.91 °C,  1004.05 mbar,   61.56 %
09-Aug-2021,19:25:37.8,   24.91 °C,  1004.07 mbar,   60.11 %
09-Aug-2021,19:25:38.3,   24.90 °C,  1004.09 mbar,   58.69 %
09-Aug-2021,19:25:38.8,   24.91 °C,  1004.06 mbar,   57.57 %
09-Aug-2021,19:25:39.3,   24.91 °C,  1004.12 mbar,   56.82 %
09-Aug-2021,19:25:39.9,   24.90 °C,  1004.09 mbar,   56.45 %
09-Aug-2021,19:25:40.4,   24.90 °C,  1004.07 mbar,   56.10 %
09-Aug-2021,19:25:40.9,   24.90 °C,  1004.10 mbar,   55.28 %
09-Aug-2021,19:25:41.5,   24.89 °C,  1004.11 mbar,   54.72 %
09-Aug-2021,19:25:42.0,   24.89 °C,  1004.07 mbar,   54.47 %
09-Aug-2021,19:25:42.5,   24.89 °C,  1004.06 mbar,   54.42 %
09-Aug-2021,19:25:43.0,   24.89 °C,  1004.03 mbar,   53.76 %
09-Aug-2021,19:25:43.6,   24.88 °C,  1004.03 mbar,   52.91 %
09-Aug-2021,19:25:44.1,   24.88 °C,  1004.04 mbar,   52.27 %
09-Aug-2021,19:25:44.6,   24.88 °C,  1004.02 mbar,   51.86 %
09-Aug-2021,19:25:45.2,   24.89 °C,  1004.06 mbar,   51.59 %
09-Aug-2021,19:25:45.7,   24.88 °C,  1003.97 mbar,   51.42 %
09-Aug-2021,19:25:46.2,   24.88 °C,  1004.04 mbar,   51.31 %
09-Aug-2021,19:25:46.7,   24.87 °C,  1004.00 mbar,   51.18 %
09-Aug-2021,19:25:47.3,   24.88 °C,  1004.05 mbar,   51.06 %
09-Aug-2021,19:25:47.8,   24.88 °C,  1004.04 mbar,   50.87 %
09-Aug-2021,19:25:48.3,   24.88 °C,  1004.04 mbar,   50.63 %
09-Aug-2021,19:25:48.9,   24.88 °C,  1004.04 mbar,   50.36 %
09-Aug-2021,19:25:49.4,   24.87 °C,  1004.02 mbar,   50.16 %
09-Aug-2021,19:25:49.9,   24.88 °C,  1004.01 mbar,   49.97 %
09-Aug-2021,19:25:50.4,   24.88 °C,  1004.01 mbar,   49.80 %
09-Aug-2021,19:25:51.0,   24.88 °C,  1004.02 mbar,   49.67 %
09-Aug-2021,19:25:51.5,   24.89 °C,  1004.03 mbar,   49.55 %
09-Aug-2021,19:25:52.0,   24.88 °C,  1004.00 mbar,   49.48 %
09-Aug-2021,19:25:52.6,   24.89 °C,  1003.99 mbar,   49.41 %
09-Aug-2021,19:25:53.1,   24.88 °C,  1003.96 mbar,   49.30 %
09-Aug-2021,19:25:53.6,   24.88 °C,  1003.99 mbar,   49.17 %
09-Aug-2021,19:25:54.1,   24.89 °C,  1004.05 mbar,   49.04 %
09-Aug-2021,19:25:54.7,   24.88 °C,  1004.00 mbar,   48.90 %
09-Aug-2021,19:25:55.2,   24.89 °C,  1003.98 mbar,   48.78 %
09-Aug-2021,19:25:55.7,   24.89 °C,  1004.03 mbar,   48.65 %
09-Aug-2021,19:25:56.3,   24.88 °C,  1004.03 mbar,   48.55 %
09-Aug-2021,19:25:56.8,   24.88 °C,  1004.02 mbar,   48.44 %
09-Aug-2021,19:25:57.3,   24.88 °C,  1004.03 mbar,   48.35 %
09-Aug-2021,19:25:57.8,   24.88 °C,  1004.03 mbar,   48.23 %
09-Aug-2021,19:25:58.4,   24.88 °C,  1004.03 mbar,   48.15 %
09-Aug-2021,19:25:58.9,   24.88 °C,  1003.98 mbar,   48.09 %
09-Aug-2021,19:25:59.4,   24.88 °C,  1003.99 mbar,   48.06 %
09-Aug-2021,19:26:00.0,   24.89 °C,  1004.03 mbar,   48.01 %
09-Aug-2021,19:26:00.5,   24.88 °C,  1004.00 mbar,   47.94 %
09-Aug-2021,19:26:01.0,   24.88 °C,  1003.98 mbar,   47.90 %
09-Aug-2021,19:26:01.5,   24.88 °C,  1003.93 mbar,   47.85 %
09-Aug-2021,19:26:02.1,   24.89 °C,  1003.99 mbar,   47.80 %
09-Aug-2021,19:26:02.6,   24.88 °C,  1003.95 mbar,   47.78 %
09-Aug-2021,19:26:03.1,   24.90 °C,  1004.06 mbar,   47.76 %
09-Aug-2021,19:26:03.7,   24.89 °C,  1004.03 mbar,   47.72 %
09-Aug-2021,19:26:04.2,   24.89 °C,  1004.03 mbar,   47.65 %
09-Aug-2021,19:26:04.7,   24.88 °C,  1003.95 mbar,   47.58 %
09-Aug-2021,19:26:05.2,   24.89 °C,  1003.99 mbar,   47.52 %
09-Aug-2021,19:26:05.8,   24.89 °C,  1004.01 mbar,   47.48 %
09-Aug-2021,19:26:06.3,   24.90 °C,  1004.02 mbar,   47.43 %
09-Aug-2021,19:26:06.8,   24.89 °C,  1003.99 mbar,   47.40 %
09-Aug-2021,19:26:07.4,   24.88 °C,  1003.99 mbar,   47.35 %
09-Aug-2021,19:26:07.9,   24.88 °C,  1004.01 mbar,   47.29 %
09-Aug-2021,19:26:08.4,   24.89 °C,  1004.00 mbar,   47.25 %
09-Aug-2021,19:26:08.9,   24.89 °C,  1004.03 mbar,   47.21 %
09-Aug-2021,19:26:09.5,   24.89 °C,  1004.07 mbar,   47.18 %
09-Aug-2021,19:26:10.0,   24.89 °C,  1004.02 mbar,   47.17 %
09-Aug-2021,19:26:10.5,   24.88 °C,  1003.96 mbar,   47.17 %
09-Aug-2021,19:26:11.1,   24.88 °C,  1003.92 mbar,   47.17 %
09-Aug-2021,19:26:11.6,   24.88 °C,  1004.00 mbar,   47.17 %
09-Aug-2021,19:26:12.1,   24.89 °C,  1003.98 mbar,   47.17 %
09-Aug-2021,19:26:12.6,   24.89 °C,  1004.02 mbar,   47.18 %
09-Aug-2021,19:26:13.2,   24.89 °C,  1004.01 mbar,   47.14 %
09-Aug-2021,19:26:13.7,   24.90 °C,  1003.98 mbar,   47.08 %
09-Aug-2021,19:26:14.2,   24.88 °C,  1004.00 mbar,   47.03 %
09-Aug-2021,19:26:14.8,   24.89 °C,  1004.02 mbar,   47.02 %
09-Aug-2021,19:26:15.3,   24.89 °C,  1003.99 mbar,   46.98 %
09-Aug-2021,19:26:15.8,   24.89 °C,  1003.99 mbar,   46.97 %
09-Aug-2021,19:26:16.3,   24.89 °C,  1003.99 mbar,   46.94 %
09-Aug-2021,19:26:16.9,   24.89 °C,  1003.98 mbar,   46.93 %
09-Aug-2021,19:26:17.4,   24.89 °C,  1004.01 mbar,   46.93 %
09-Aug-2021,19:26:17.9,   24.90 °C,  1003.96 mbar,   46.92 %
09-Aug-2021,19:26:18.5,   24.90 °C,  1004.02 mbar,   46.94 %
09-Aug-2021,19:26:19.0,   24.90 °C,  1004.03 mbar,   46.95 %
09-Aug-2021,19:26:19.5,   24.91 °C,  1004.01 mbar,   46.97 %
09-Aug-2021,19:26:20.0,   24.91 °C,  1004.05 mbar,   46.97 %
09-Aug-2021,19:26:20.6,   24.91 °C,  1004.04 mbar,   46.95 %
09-Aug-2021,19:26:21.1,   24.91 °C,  1004.04 mbar,   46.94 %
09-Aug-2021,19:26:21.6,   24.90 °C,  1003.97 mbar,   46.90 %
09-Aug-2021,19:26:22.2,   24.90 °C,  1004.00 mbar,   46.85 %
09-Aug-2021,19:26:22.7,   24.90 °C,  1004.03 mbar,   46.80 %
09-Aug-2021,19:26:23.2,   24.90 °C,  1004.01 mbar,   46.77 %
09-Aug-2021,19:26:23.7,   24.89 °C,  1003.96 mbar,   46.73 %
09-Aug-2021,19:26:24.3,   24.91 °C,  1004.03 mbar,   46.69 %
09-Aug-2021,19:26:24.8,   24.90 °C,  1004.04 mbar,   46.67 %
09-Aug-2021,19:26:25.3,   24.90 °C,  1003.96 mbar,   46.65 %
09-Aug-2021,19:26:25.9,   24.90 °C,  1004.02 mbar,   46.64 %
09-Aug-2021,19:26:26.4,   24.91 °C,  1003.97 mbar,   46.64 %
09-Aug-2021,19:26:26.9,   24.92 °C,  1004.01 mbar,   46.64 %
09-Aug-2021,19:26:27.4,   24.92 °C,  1004.03 mbar,   46.64 %
09-Aug-2021,19:26:28.0,   24.91 °C,  1004.00 mbar,   46.65 %
09-Aug-2021,19:26:28.5,   24.91 °C,  1004.04 mbar,   46.64 %
09-Aug-2021,19:26:29.0,   24.91 °C,  1004.01 mbar,   46.62 %
09-Aug-2021,19:26:29.6,   24.91 °C,  1004.01 mbar,   46.60 %
09-Aug-2021,19:26:30.1,   24.91 °C,  1004.02 mbar,   46.56 %
09-Aug-2021,19:26:30.6,   24.90 °C,  1003.97 mbar,   46.54 %
09-Aug-2021,19:26:31.2,   24.91 °C,  1004.01 mbar,   46.50 %
09-Aug-2021,19:26:31.7,   24.90 °C,  1004.02 mbar,   46.50 %
09-Aug-2021,19:26:32.2,   24.90 °C,  1004.02 mbar,   46.48 %
09-Aug-2021,19:26:32.7,   24.91 °C,  1003.98 mbar,   46.46 %
09-Aug-2021,19:26:33.3,   24.91 °C,  1004.03 mbar,   46.44 %
09-Aug-2021,19:26:33.8,   24.90 °C,  1004.02 mbar,   46.42 %
09-Aug-2021,19:26:34.3,   24.91 °C,  1004.03 mbar,   46.42 %
09-Aug-2021,19:26:34.9,   24.92 °C,  1004.04 mbar,   46.40 %
09-Aug-2021,19:26:35.4,   24.91 °C,  1004.01 mbar,   46.39 %
